name,summary,url,image_urls,text_length,word_count,sentences_count,complexity_score,readability_score,topic_keywords,age_group_hint,combined_text,predicted_age_group_hint
Smithsonian American Art Museum,"The Smithsonian American Art Museum (commonly known as SAAM, and formerly the National Museum of American Art) is a museum in Washington, D.C., part of the Smithsonian Institution. Together with its branch museum, the Renwick Gallery, SAAM holds one of the world's largest and most inclusive collections of art, from the colonial period to the present, made in the United States. More than 7,000 artists are represented in the museum's collection. Most exhibitions are held in the museum's main building, the Old Patent Office Building (shared with the National Portrait Gallery), while craft-focused exhibitions are shown in the Renwick Gallery.

The museum provides electronic resources to schools and the public through its national education program.  It maintains seven online research databases with more than 500,000 records, including the Inventories of American Painting and Sculpture that document more than 400,000 artworks in public and private collections worldwide. Since 1951, the museum has maintained a traveling exhibition program; as of 2013, more than 2.5 million visitors have seen the exhibitions.",https://en.wikipedia.org/wiki/Smithsonian_American_Art_Museum,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Smithsonian_American_Art_Museum_logo.png/160px-Smithsonian_American_Art_Museum_logo.png,1119,168,10,378.87,115.25,"000, art, exhibitions, gallery, museum",unspecified,"Smithsonian American Art Museum The Smithsonian American Art Museum (commonly known as SAAM, and formerly the National Museum of American Art) is a museum in Washington, D.C., part of the Smithsonian Institution. Together with its branch museum, the Renwick Gallery, SAAM holds one of the world's largest and most inclusive collections of art, from the colonial period to the present, made in the United States. More than 7,000 artists are represented in the museum's collection. Most exhibitions are held in the museum's main building, the Old Patent Office Building (shared with the National Portrait Gallery), while craft-focused exhibitions are shown in the Renwick Gallery.

The museum provides electronic resources to schools and the public through its national education program.  It maintains seven online research databases with more than 500,000 records, including the Inventories of American Painting and Sculpture that document more than 400,000 artworks in public and private collections worldwide. Since 1951, the museum has maintained a traveling exhibition program; as of 2013, more than 2.5 million visitors have seen the exhibitions. 000, art, exhibitions, gallery, museum",children
Sonic the Hedgehog (film),"Sonic the Hedgehog is a 2020 action-adventure comedy film based on the video game series published by Sega. The film was directed by Jeff Fowler and written by Pat Casey and Josh Miller, and stars James Marsden and Jim Carrey, with Ben Schwartz voicing the titular character. The plot follows Sonic, a blue anthropomorphic hedgehog who can run at supersonic speeds, who teams up with a town sheriff to stop the mad scientist Dr. Robotnik.
Development for a Sonic film began in the 1990s but did not leave the planning stage until Sony Pictures acquired the film rights in 2013. Fowler was brought in to direct in 2016. After Sony put the project in turnaround, Paramount Pictures acquired it in 2017. Most of the cast signed on by August 2018. Principal photography took place between September and October that year in Vancouver and on Vancouver Island. Following the negative reaction to the first trailer, released in April 2019, Paramount delayed the film by three months to redesign Sonic.
Sonic the Hedgehog premiered at the Paramount Pictures studio lot on January 25, 2020, before its theatrical release in the United States on February 14, and received generally positive reviews. It set the record for the biggest opening weekend for a video game film in the United States and Canada and grossed $320 million worldwide, becoming the sixth highest-grossing film of 2020 and the highest-grossing video game film adaptation in North America.
Sonic the Hedgehog 2 was released in 2022, while Sonic the Hedgehog 3 is scheduled for December 2024. A spin-off miniseries, Knuckles, premiered on Paramount+ in 2024.",https://en.wikipedia.org/wiki/Sonic_the_Hedgehog_(film),https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Sonic_the_Hedgehog_film_poster.jpg/220px-Sonic_the_Hedgehog_film_poster.jpg,1616,267,14,399.44,117.14,"film, hedgehog, paramount, sonic, video",unspecified,"Sonic the Hedgehog (film) Sonic the Hedgehog is a 2020 action-adventure comedy film based on the video game series published by Sega. The film was directed by Jeff Fowler and written by Pat Casey and Josh Miller, and stars James Marsden and Jim Carrey, with Ben Schwartz voicing the titular character. The plot follows Sonic, a blue anthropomorphic hedgehog who can run at supersonic speeds, who teams up with a town sheriff to stop the mad scientist Dr. Robotnik.
Development for a Sonic film began in the 1990s but did not leave the planning stage until Sony Pictures acquired the film rights in 2013. Fowler was brought in to direct in 2016. After Sony put the project in turnaround, Paramount Pictures acquired it in 2017. Most of the cast signed on by August 2018. Principal photography took place between September and October that year in Vancouver and on Vancouver Island. Following the negative reaction to the first trailer, released in April 2019, Paramount delayed the film by three months to redesign Sonic.
Sonic the Hedgehog premiered at the Paramount Pictures studio lot on January 25, 2020, before its theatrical release in the United States on February 14, and received generally positive reviews. It set the record for the biggest opening weekend for a video game film in the United States and Canada and grossed $320 million worldwide, becoming the sixth highest-grossing film of 2020 and the highest-grossing video game film adaptation in North America.
Sonic the Hedgehog 2 was released in 2022, while Sonic the Hedgehog 3 is scheduled for December 2024. A spin-off miniseries, Knuckles, premiered on Paramount+ in 2024. film, hedgehog, paramount, sonic, video",children
Sony Interactive Entertainment,"Sony Interactive Entertainment LLC (SIE) is an American video game and digital entertainment company that is a major subsidiary of Sony Group Corporation. It primarily operates the PlayStation brand of video game consoles and products. It is also the world's largest company in the video game industry based on its equity investments.
In 1993, Sony and Sony Music Entertainment Japan jointly established Sony Computer Entertainment Inc. (SCE) in Tokyo, which released the video game console PlayStation in Japan the following year and subsequently in the United States and Europe the year after. It founded the branches Sony Computer Entertainment America (SCEA) in May 1995 (in Foster City, California) and Sony Computer Entertainment Europe (SCEE) in July 1995 (in Liverpool). In 2010, Sony underwent a corporate split and established Sony Network Entertainment International (SNEI), which provided gaming-related services through the PlayStation Network and Sony Entertainment Network, including the sale of game titles and content on the PlayStation Store, as well as offering PlayStation Plus. In 2016, SCE and SNEI jointly established Sony Interactive Entertainment and it was announced the new entity would be headquartered in the United States.",https://en.wikipedia.org/wiki/Sony_Interactive_Entertainment,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Sony_Interactive_Entertainment_logo_%282016%29.svg/220px-Sony_Interactive_Entertainment_logo_%282016%29.svg.png,1252,187,7,364.83,107.79,"entertainment, game, playstation, sony, video",unspecified,"Sony Interactive Entertainment Sony Interactive Entertainment LLC (SIE) is an American video game and digital entertainment company that is a major subsidiary of Sony Group Corporation. It primarily operates the PlayStation brand of video game consoles and products. It is also the world's largest company in the video game industry based on its equity investments.
In 1993, Sony and Sony Music Entertainment Japan jointly established Sony Computer Entertainment Inc. (SCE) in Tokyo, which released the video game console PlayStation in Japan the following year and subsequently in the United States and Europe the year after. It founded the branches Sony Computer Entertainment America (SCEA) in May 1995 (in Foster City, California) and Sony Computer Entertainment Europe (SCEE) in July 1995 (in Liverpool). In 2010, Sony underwent a corporate split and established Sony Network Entertainment International (SNEI), which provided gaming-related services through the PlayStation Network and Sony Entertainment Network, including the sale of game titles and content on the PlayStation Store, as well as offering PlayStation Plus. In 2016, SCE and SNEI jointly established Sony Interactive Entertainment and it was announced the new entity would be headquartered in the United States. entertainment, game, playstation, sony, video",children
SpaceChem,"SpaceChem is a puzzle and indie game by Zachtronics Industries, based on principles of automation and chemical bonding. In the game, the player is tasked to produce one or more specific chemical molecules via an assembly line by programming two remote manipulators (called ""waldos"" in the game) that interact with atoms and molecules through a visual programming language. SpaceChem was the developer's first foray into a commercial title after a number of free Flash-based browser games that feature similar puzzle-based assembly problems.
The game was initially released for Microsoft Windows at the start of 2011 via Zachtronics' own website. Though it was initially rejected for sale on the Steam platform, Valve later offered to sell the game after it received high praise from game journalists; further attention came from the game's release alongside one of the Humble Indie Bundles. The game has since been ported to other computing platforms and mobile devices. Reviewers found the game's open-ended problem-solving nature as a highlight of the title. SpaceChem was incorporated into some academic institutions for teaching concepts related to both chemistry and programming.",https://en.wikipedia.org/wiki/SpaceChem,https://upload.wikimedia.org/wikipedia/en/thumb/8/87/SpaceChem_cover_art.jpg/220px-SpaceChem_cover_art.jpg,1184,181,8,355.01,112.36,"based, game, programming, spacechem, zachtronics",unspecified,"SpaceChem SpaceChem is a puzzle and indie game by Zachtronics Industries, based on principles of automation and chemical bonding. In the game, the player is tasked to produce one or more specific chemical molecules via an assembly line by programming two remote manipulators (called ""waldos"" in the game) that interact with atoms and molecules through a visual programming language. SpaceChem was the developer's first foray into a commercial title after a number of free Flash-based browser games that feature similar puzzle-based assembly problems.
The game was initially released for Microsoft Windows at the start of 2011 via Zachtronics' own website. Though it was initially rejected for sale on the Steam platform, Valve later offered to sell the game after it received high praise from game journalists; further attention came from the game's release alongside one of the Humble Indie Bundles. The game has since been ported to other computing platforms and mobile devices. Reviewers found the game's open-ended problem-solving nature as a highlight of the title. SpaceChem was incorporated into some academic institutions for teaching concepts related to both chemistry and programming. based, game, programming, spacechem, zachtronics",children
Spacewar!,"Spacewar! is a space combat video game developed in 1962 by Steve Russell in collaboration with Martin Graetz, Wayne Wiitanen, Bob Saunders, Steve Piner, and others. It was written for the newly installed DEC PDP-1 minicomputer at the Massachusetts Institute of Technology. After its initial creation, Spacewar! was expanded further by other students and employees of universities in the area, including Dan Edwards and Peter Samson. It was also spread to many of the few dozen installations of the PDP-1 computer, making Spacewar! the first known video game to be played at multiple computer installations.
The game features two spaceships, ""the needle"" and ""the wedge"", engaged in a dogfight while maneuvering in the gravity well of a star. Both ships are controlled by human players. Each ship has limited weaponry and fuel for maneuvering, and the ships remain in motion even when the player is not accelerating. Flying near the star to provide a gravity assist was a common tactic. Ships are destroyed when they collide with a torpedo, the star, or each other. At any time, the player can engage a hyperspace feature to move to a new and random location on the screen, though in some versions each use has an increasing chance of destroying the ship instead. The game was initially controlled with switches on the PDP-1, though Bob Saunders built an early gamepad to reduce the difficulty and awkwardness of controlling the game.
Spacewar! is one of the most important and influential games in the early history of video games. It was extremely popular in the small programming community in the 1960s and the public domain code was widely ported to and recreated on other computer systems at the time, especially after computer systems with monitors became more widespread towards the end of the decade. It has also been recreated in more modern programming languages for PDP-1 emulators. It directly inspired many other video games, such as the first commercial arcade video games, Galaxy Game and Computer Space (both from 1971), and later games such as Asteroids (1979). In 2007, Spacewar! was named to a list of the ten most important video games in history, which formed the start of the game canon at the Library of Congress, and in 2018 it was inducted into the World Video Game Hall of Fame by The Strong and the International Center for the History of Electronic Games.",https://en.wikipedia.org/wiki/Spacewar!,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Spacewar%21-PDP-1-20070512.jpg/220px-Spacewar%21-PDP-1-20070512.jpg,2383,399,20,517.39,117.46,"computer, game, games, spacewar, video",unspecified,"Spacewar! Spacewar! is a space combat video game developed in 1962 by Steve Russell in collaboration with Martin Graetz, Wayne Wiitanen, Bob Saunders, Steve Piner, and others. It was written for the newly installed DEC PDP-1 minicomputer at the Massachusetts Institute of Technology. After its initial creation, Spacewar! was expanded further by other students and employees of universities in the area, including Dan Edwards and Peter Samson. It was also spread to many of the few dozen installations of the PDP-1 computer, making Spacewar! the first known video game to be played at multiple computer installations.
The game features two spaceships, ""the needle"" and ""the wedge"", engaged in a dogfight while maneuvering in the gravity well of a star. Both ships are controlled by human players. Each ship has limited weaponry and fuel for maneuvering, and the ships remain in motion even when the player is not accelerating. Flying near the star to provide a gravity assist was a common tactic. Ships are destroyed when they collide with a torpedo, the star, or each other. At any time, the player can engage a hyperspace feature to move to a new and random location on the screen, though in some versions each use has an increasing chance of destroying the ship instead. The game was initially controlled with switches on the PDP-1, though Bob Saunders built an early gamepad to reduce the difficulty and awkwardness of controlling the game.
Spacewar! is one of the most important and influential games in the early history of video games. It was extremely popular in the small programming community in the 1960s and the public domain code was widely ported to and recreated on other computer systems at the time, especially after computer systems with monitors became more widespread towards the end of the decade. It has also been recreated in more modern programming languages for PDP-1 emulators. It directly inspired many other video games, such as the first commercial arcade video games, Galaxy Game and Computer Space (both from 1971), and later games such as Asteroids (1979). In 2007, Spacewar! was named to a list of the ten most important video games in history, which formed the start of the game canon at the Library of Congress, and in 2018 it was inducted into the World Video Game Hall of Fame by The Strong and the International Center for the History of Electronic Games. computer, game, games, spacewar, video",adult
Springer Nature,"Springer Nature or the Springer Nature Group is a German–British academic publishing company created by the May 2015 merger of Springer Science+Business Media and Holtzbrinck Publishing Group's Nature Publishing Group, Palgrave Macmillan, and Macmillan Education.",https://en.wikipedia.org/wiki/Springer_Nature,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Springer_Nature_Logo.svg/220px-Springer_Nature_Logo.svg.png,263,35,1,111.23,98.8,"group, macmillan, nature, publishing, springer",unspecified,"Springer Nature Springer Nature or the Springer Nature Group is a German–British academic publishing company created by the May 2015 merger of Springer Science+Business Media and Holtzbrinck Publishing Group's Nature Publishing Group, Palgrave Macmillan, and Macmillan Education. group, macmillan, nature, publishing, springer",children
Springer Publishing,"Springer Publishing Company is an American publishing company of academic journals and books, focusing on the fields of nursing, gerontology, psychology, social work, counseling, public health, and rehabilitation (neuropsychology). It was established in 1951 by Bernhard Springer, a great-grandson of Julius Springer, and is based in Midtown Manhattan, New York City.",https://en.wikipedia.org/wiki/Springer_Publishing,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Springer_Publishing_logo.JPG/220px-Springer_Publishing_logo.JPG,367,51,1,142.96,90.38,"1951, company, publishing, social, springer",unspecified,"Springer Publishing Springer Publishing Company is an American publishing company of academic journals and books, focusing on the fields of nursing, gerontology, psychology, social work, counseling, public health, and rehabilitation (neuropsychology). It was established in 1951 by Bernhard Springer, a great-grandson of Julius Springer, and is based in Midtown Manhattan, New York City. 1951, company, publishing, social, springer",children
Star Trek,"Star Trek is an American science fiction media franchise created by Gene Roddenberry, which began with the series of the same name and became a worldwide pop-culture phenomenon. Since its creation, the franchise has expanded into various films, television series, video games, novels, and comic books, and it has become one of the most recognizable and highest-grossing media franchises of all time.
The franchise began with Star Trek: The Original Series, which premiered on September 6, 1966, on Canada's CTV network.  In the US it debuted on September 8, 1966, on NBC. The series followed the voyages of the crew of the starship USS Enterprise, a space exploration vessel built by the United Federation of Planets in the 23rd century, on a mission ""to explore strange new worlds, to seek out new life and new civilizations, to boldly go where no man has gone before"". In creating Star Trek, Roddenberry was inspired by C. S. Forester's Horatio Hornblower series of novels, Jonathan Swift's 1726 novel Gulliver's Travels, the 1956 film Forbidden Planet, and television westerns such as Wagon Train.
The Star Trek canon includes the Original Series, 11 spin-off television series, and a film franchise; further adaptations also exist in several media. After the conclusion of the Original Series, the adventures of its characters continued in the 22-episode Star Trek: The Animated Series and six feature films. A television revival beginning in the 1980s saw four spinoff series: The Next Generation, following the crew of a new starship Enterprise a century after the original series; Deep Space Nine and Voyager, set in the same era as the Next Generation; and Enterprise, set a century before the original series in the early days of human interstellar travel. The adventures of the Next Generation crew continued in four additional feature films. In 2009, the film franchise underwent a reboot, creating an alternate continuity known as the Kelvin timeline; three films have been set in this continuity. The newest Star Trek television revival, beginning in 2017 and set in the original continuity, includes the series Discovery, Picard, Short Treks, Lower Decks, Prodigy, and Strange New Worlds, streaming on digital platforms.
Star Trek has been a cult phenomenon for decades. Fans of the franchise are called ""Trekkies"" or ""Trekkers"". The franchise spans a wide range of spin-offs including games, figurines, novels, toys, and comics. From 1998 to 2008, there was a Star Trek–themed attraction in Las Vegas. At least two museum exhibits of props travel the world. The constructed language Klingon was created for the franchise. Several Star Trek parodies have been made, and viewers have produced several fan productions.
Star Trek is noted for its cultural influence beyond works of science fiction. The franchise is also notable for its progressive stances on civil rights. The Original Series included one of the first multiracial casts on US television.",https://en.wikipedia.org/wiki/Star_Trek,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Star_Trek_TOS_logo.svg/250px-Star_Trek_TOS_logo.svg.png,2966,474,22,841.18,114.29,"franchise, original, series, star, trek",unspecified,"Star Trek Star Trek is an American science fiction media franchise created by Gene Roddenberry, which began with the series of the same name and became a worldwide pop-culture phenomenon. Since its creation, the franchise has expanded into various films, television series, video games, novels, and comic books, and it has become one of the most recognizable and highest-grossing media franchises of all time.
The franchise began with Star Trek: The Original Series, which premiered on September 6, 1966, on Canada's CTV network.  In the US it debuted on September 8, 1966, on NBC. The series followed the voyages of the crew of the starship USS Enterprise, a space exploration vessel built by the United Federation of Planets in the 23rd century, on a mission ""to explore strange new worlds, to seek out new life and new civilizations, to boldly go where no man has gone before"". In creating Star Trek, Roddenberry was inspired by C. S. Forester's Horatio Hornblower series of novels, Jonathan Swift's 1726 novel Gulliver's Travels, the 1956 film Forbidden Planet, and television westerns such as Wagon Train.
The Star Trek canon includes the Original Series, 11 spin-off television series, and a film franchise; further adaptations also exist in several media. After the conclusion of the Original Series, the adventures of its characters continued in the 22-episode Star Trek: The Animated Series and six feature films. A television revival beginning in the 1980s saw four spinoff series: The Next Generation, following the crew of a new starship Enterprise a century after the original series; Deep Space Nine and Voyager, set in the same era as the Next Generation; and Enterprise, set a century before the original series in the early days of human interstellar travel. The adventures of the Next Generation crew continued in four additional feature films. In 2009, the film franchise underwent a reboot, creating an alternate continuity known as the Kelvin timeline; three films have been set in this continuity. The newest Star Trek television revival, beginning in 2017 and set in the original continuity, includes the series Discovery, Picard, Short Treks, Lower Decks, Prodigy, and Strange New Worlds, streaming on digital platforms.
Star Trek has been a cult phenomenon for decades. Fans of the franchise are called ""Trekkies"" or ""Trekkers"". The franchise spans a wide range of spin-offs including games, figurines, novels, toys, and comics. From 1998 to 2008, there was a Star Trek–themed attraction in Las Vegas. At least two museum exhibits of props travel the world. The constructed language Klingon was created for the franchise. Several Star Trek parodies have been made, and viewers have produced several fan productions.
Star Trek is noted for its cultural influence beyond works of science fiction. The franchise is also notable for its progressive stances on civil rights. The Original Series included one of the first multiracial casts on US television. franchise, original, series, star, trek",children
Steam (service),"Steam is a digital distribution service and storefront developed by Valve Corporation. It was launched as a software client in September 2003 to provide game updates automatically for Valve's games and expanded to distributing third-party titles in late 2005. Steam offers various features, like game server matchmaking with Valve Anti-Cheat (VAC) measures, social networking, and game streaming services. The Steam client offers features such as automatic updates, cloud storage, and community features such as direct messaging, an in-game overlay, discussion forums, and a virtual collectable marketplace. The storefront also offers productivity software, game soundtracks, videos, and sells hardware made by Valve, such as the Index and Steam Deck.
Steamworks, an application programming interface (API) released in 2008, is used by developers to integrate Steam's functions, including digital rights management (DRM), into their products. Many game publishers began distributing their products on Steam that year. Initially developed for Windows, Steam was ported to macOS and Linux in 2010 and 2013 respectively, while a mobile version of Steam for viewing the storefront and communicating with friends was released on iOS and Android in 2012.
The service is the largest digital distribution platform for PC games, with an estimated 75% of the market share in 2013 according to IHS Screen Digest. By 2017, game purchases through Steam totaled about US$4.3 billion, or at least 18% of global PC game sales according to Steam Spy. By 2021, the service had over 34,000 games with over 132 million monthly active users. Steam's success has led to the development of the Steam Machine gaming PCs in 2015, including the SteamOS Linux distribution and Steam Controller; Steam Link devices for local game streaming; and in 2022, the handheld Steam Deck tailored for running Steam games.",https://en.wikipedia.org/wiki/Steam_(service),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Steam_2016_logo_black.svg/120px-Steam_2016_logo_black.svg.png,1883,288,13,554.17,112.97,"game, games, service, steam, valve",unspecified,"Steam (service) Steam is a digital distribution service and storefront developed by Valve Corporation. It was launched as a software client in September 2003 to provide game updates automatically for Valve's games and expanded to distributing third-party titles in late 2005. Steam offers various features, like game server matchmaking with Valve Anti-Cheat (VAC) measures, social networking, and game streaming services. The Steam client offers features such as automatic updates, cloud storage, and community features such as direct messaging, an in-game overlay, discussion forums, and a virtual collectable marketplace. The storefront also offers productivity software, game soundtracks, videos, and sells hardware made by Valve, such as the Index and Steam Deck.
Steamworks, an application programming interface (API) released in 2008, is used by developers to integrate Steam's functions, including digital rights management (DRM), into their products. Many game publishers began distributing their products on Steam that year. Initially developed for Windows, Steam was ported to macOS and Linux in 2010 and 2013 respectively, while a mobile version of Steam for viewing the storefront and communicating with friends was released on iOS and Android in 2012.
The service is the largest digital distribution platform for PC games, with an estimated 75% of the market share in 2013 according to IHS Screen Digest. By 2017, game purchases through Steam totaled about US$4.3 billion, or at least 18% of global PC game sales according to Steam Spy. By 2021, the service had over 34,000 games with over 132 million monthly active users. Steam's success has led to the development of the Steam Machine gaming PCs in 2015, including the SteamOS Linux distribution and Steam Controller; Steam Link devices for local game streaming; and in 2022, the handheld Steam Deck tailored for running Steam games. game, games, service, steam, valve",children
Steve Russell (computer scientist),"Stephen Russell (born 1937), also nicknamed ""Slug"", is an American computer scientist most famous for creating Spacewar!, well known for being the first widely distributed video game.",https://en.wikipedia.org/wiki/Steve_Russell_(computer_scientist),https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Stephen_Russell_2011_%28cropped%29.jpg/220px-Stephen_Russell_2011_%28cropped%29.jpg,183,27,2,58.15,114.8,"1937, scientist, slug, spacewar, stephen",unspecified,"Steve Russell (computer scientist) Stephen Russell (born 1937), also nicknamed ""Slug"", is an American computer scientist most famous for creating Spacewar!, well known for being the first widely distributed video game. 1937, scientist, slug, spacewar, stephen",children
Super Nintendo Entertainment System,"The Super Nintendo Entertainment System, commonly shortened to Super Nintendo, Super NES or SNES, is a 16-bit home video game console developed by Nintendo that was released in 1990 in Japan and South Korea, 1991 in North America, 1992 in Europe and Oceania and 1993 in South America. In Japan, it is called the Super Famicom (SFC). In South Korea, it is called the Super Comboy and was distributed by Hyundai Electronics. The system was released in Brazil on August 30, 1993, by Playtronic. In Russia and CIS, the system was distributed by Steepler from 1994 until 1996. Although each version is essentially the same, several forms of regional lockout prevent cartridges for one version from being used in other versions.
The Super NES is Nintendo's second programmable home console, following the Nintendo Entertainment System (NES). The console introduced advanced graphics and sound capabilities compared with other systems at the time, like the Sega Genesis. It was designed to accommodate the ongoing development of a variety of enhancement chips integrated into game cartridges to be more competitive into the next generation.
The Super NES received largely positive reviews and was a global success, becoming the best-selling console of the 16-bit era after launching relatively late and facing intense competition from Sega's Genesis console in North America and Europe. Overlapping the NES's 61.9 million unit sales, the Super NES remained popular well into the 32-bit era, with 49.1 million units sold worldwide by the time it was discontinued in 2003. It continues to be popular among collectors and retro gamers, with new homebrew games and Nintendo's emulated rereleases, such as on the Virtual Console, the Super NES Classic Edition, Nintendo Switch Online; as well as several non-console emulators which operate on a desktop computer or mobile device, such as Snes9x.",https://en.wikipedia.org/wiki/Super_Nintendo_Entertainment_System,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Super_Nintendo_Entertainment_System_logo.svg/180px-Super_Nintendo_Entertainment_System_logo.svg.png,1883,299,12,530.1,111.37,"console, nes, nintendo, south, super",unspecified,"Super Nintendo Entertainment System The Super Nintendo Entertainment System, commonly shortened to Super Nintendo, Super NES or SNES, is a 16-bit home video game console developed by Nintendo that was released in 1990 in Japan and South Korea, 1991 in North America, 1992 in Europe and Oceania and 1993 in South America. In Japan, it is called the Super Famicom (SFC). In South Korea, it is called the Super Comboy and was distributed by Hyundai Electronics. The system was released in Brazil on August 30, 1993, by Playtronic. In Russia and CIS, the system was distributed by Steepler from 1994 until 1996. Although each version is essentially the same, several forms of regional lockout prevent cartridges for one version from being used in other versions.
The Super NES is Nintendo's second programmable home console, following the Nintendo Entertainment System (NES). The console introduced advanced graphics and sound capabilities compared with other systems at the time, like the Sega Genesis. It was designed to accommodate the ongoing development of a variety of enhancement chips integrated into game cartridges to be more competitive into the next generation.
The Super NES received largely positive reviews and was a global success, becoming the best-selling console of the 16-bit era after launching relatively late and facing intense competition from Sega's Genesis console in North America and Europe. Overlapping the NES's 61.9 million unit sales, the Super NES remained popular well into the 32-bit era, with 49.1 million units sold worldwide by the time it was discontinued in 2003. It continues to be popular among collectors and retro gamers, with new homebrew games and Nintendo's emulated rereleases, such as on the Virtual Console, the Super NES Classic Edition, Nintendo Switch Online; as well as several non-console emulators which operate on a desktop computer or mobile device, such as Snes9x. console, nes, nintendo, south, super",children
Superman 64,"Superman: The New Superman Adventures, commonly referred to as Superman 64, is a 1999 action-adventure game developed and published by Titus Interactive for the Nintendo 64. It is based on the television series Superman: The Animated Series and is the first 3D video game featuring Superman.
In the game, Lex Luthor has trapped Jimmy Olsen, Lois Lane, and Professor Hamilton in a virtual reality version of Metropolis that he created with the help of Brainiac, leaving it up to Superman to save them and dismantle the virtual world. The game shifts between outdoor levels, where the player flies through rings while rescuing civilians, and indoor levels, where the player searches for access cards, activates computers, and battles villains such as Brainiac, Mala, Metallo, Darkseid, and Parasite.
The development of Superman began in 1997 and was largely hindered by constraints between Titus and the game's licensors, Warner Bros. and DC Comics, leaving little room to refine the gameplay. BlueSky Software attempted to redo the game for the PlayStation, but this version was ultimately canceled, as Titus's license with Warner Bros. had expired by the time it was completed. With three E3 presentations and positive press coverage prior to its release, Superman 64 achieved strong sales and favorable consumer reception; however, critical reviews were extremely negative, criticizing its unresponsive controls, technical flaws, repetitive gameplay, overuse of distance fog, and poor graphics. It is widely regarded as one of the worst video games ever made.",https://en.wikipedia.org/wiki/Superman_64,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Superman64box.jpg/220px-Superman64box.jpg,1560,242,10,490.54,110.96,"64, game, levels, superman, titus",unspecified,"Superman 64 Superman: The New Superman Adventures, commonly referred to as Superman 64, is a 1999 action-adventure game developed and published by Titus Interactive for the Nintendo 64. It is based on the television series Superman: The Animated Series and is the first 3D video game featuring Superman.
In the game, Lex Luthor has trapped Jimmy Olsen, Lois Lane, and Professor Hamilton in a virtual reality version of Metropolis that he created with the help of Brainiac, leaving it up to Superman to save them and dismantle the virtual world. The game shifts between outdoor levels, where the player flies through rings while rescuing civilians, and indoor levels, where the player searches for access cards, activates computers, and battles villains such as Brainiac, Mala, Metallo, Darkseid, and Parasite.
The development of Superman began in 1997 and was largely hindered by constraints between Titus and the game's licensors, Warner Bros. and DC Comics, leaving little room to refine the gameplay. BlueSky Software attempted to redo the game for the PlayStation, but this version was ultimately canceled, as Titus's license with Warner Bros. had expired by the time it was completed. With three E3 presentations and positive press coverage prior to its release, Superman 64 achieved strong sales and favorable consumer reception; however, critical reviews were extremely negative, criticizing its unresponsive controls, technical flaws, repetitive gameplay, overuse of distance fog, and poor graphics. It is widely regarded as one of the worst video games ever made. 64, game, levels, superman, titus",children
